# ticker stockPrice numberOfShares marketCapitalization minusCashAndCashEquivalents addTotalDebt enterpriseValue dividendYielTTM dividendYielPercentageTTM peRatioTTM pegRatioTTM payoutRatioTTM currentRatioTTM quickRatioTTM cashRatioTTM daysOfSalesOutstandingTTM daysOfInventoryOutstandingTTM operatingCycleTTM daysOfPayablesOutstandingTTM cashConversionCycleTTM grossProfitMarginTTM operatingProfitMarginTTM pretaxProfitMarginTTM netProfitMarginTTM effectiveTaxRateTTM returnOnAssetsTTM returnOnEquityTTM returnOnCapitalEmployedTTM netIncomePerEBTTTM ebtPerEbitTTM ebitPerRevenueTTM debtRatioTTM debtEquityRatioTTM longTermDebtToCapitalizationTTM totalDebtToCapitalizationTTM interestCoverageTTM cashFlowToDebtRatioTTM companyEquityMultiplierTTM receivablesTurnoverTTM payablesTurnoverTTM inventoryTurnoverTTM fixedAssetTurnoverTTM assetTurnoverTTM operatingCashFlowPerShareTTM freeCashFlowPerShareTTM cashPerShareTTM operatingCashFlowSalesRatioTTM freeCashFlowOperatingCashFlowRatioTTM cashFlowCoverageRatiosTTM shortTermCoverageRatiosTTM capitalExpenditureCoverageRatioTTM dividendPaidAndCapexCoverageRatioTTM priceBookValueRatioTTM priceToBookRatioTTM priceToSalesRatioTTM priceEarningsRatioTTM priceToFreeCashFlowsRatioTTM priceToOperatingCashFlowsRatioTTM priceCashFlowRatioTTM priceEarningsToGrowthRatioTTM priceSalesRatioTTM dividendYieldTTM enterpriseValueMultipleTTM priceFairValueTTM tag_id
API 119.000000 70892968.000000 8436263192.000000 105603153.000000 0.000000 8330660039.000000 None None 6101.033962 -70.324700 None 23.422898 23.222758 14.325537 88.398154 0.000000 21.796805 41.101789 47.296365 0.661044 0.001280 0.013146 0.006078 0.537702 0.001060 0.002150 0.000233 0.462298 10.271798 0.001280 0.041779 0.043600 None None None None 1.043600 4.129046 8.880392 None 9.362299 0.174412 0.065554 -0.039642 6.239816 0.055897 -0.604723 None None -0.623160 None 6.748991 6.748991 37.079059 6101.033962 -1096.940494 663.345662 663.345662 -70.324700 37.079059 None 1093.282419 6.748991 848
APLE 12.480000 223316000.000000 2786983680.000000 5556000.000000 1482571000.000000 4263998680.000000 0.000662 0.066230 -15.576603 0.077704 -0.010316 0.347218 0.193654 0.025112 27.076306 0.000000 6.676349 68.143972 -41.067666 0.178917 -0.255357 -0.414440 -0.415003 -0.001357 -0.044939 -0.070995 -0.029036 1.001357 1.622983 -0.255357 0.377993 0.607698 0.313866 0.336597 -1.808639 -0.005731 1.607698 13.480421 5.356306 None None 0.108286 -0.039011 -0.146474 0.025816 -0.016702 3.754698 -0.005731 -0.058225 0.091516 0.091516 1.125386 1.125386 6.464334 -15.576603 -103.083353 -387.046811 -387.046811 0.077704 6.464334 0.000662 74.705864 1.125386 849
APLS 44.270000 75163000.000000 3327466010.000000 565779000.000000 360496667.000000 3122183677.000000 None None -10.623875 -0.810794 None 9.246146 8.649122 3.172403 0.000000 None None None None 1.000000 -0.955651 -1.427775 -1.435136 -0.000005 -0.444017 -2.421811 -0.329723 1.005156 1.494034 -0.955651 0.936235 14.682547 0.882008 None -7.933296 None 15.682547 None 0.000000 None 8.469201 0.309390 -2.593481 -2.662543 9.135081 -0.819694 1.026629 None None 37.553098 None 73.977401 73.977401 15.246701 -10.623875 -18.118017 -18.600481 -18.600481 -0.810794 15.246701 None -16.636528 73.977401 851
APLT 20.940001 22426203.000000 469604713.246203 57466000.000000 2406000.000000 414544713.246203 None None -4.346963 -0.211393 None 7.808536 7.487559 4.251391 None None None None None None None None None 0.000000 -0.522447 -0.724987 -0.601086 1.000025 0.995110 None 0.134414 0.155287 0.008971 0.011976 1079.147355 -49.766321 1.155287 None 0.000000 None None 0.000000 -3.637129 -3.637129 6.602054 None 1.000000 -49.766321 -196.546988 None None 2.623724 2.623724 None -4.346963 -4.349584 -4.349584 -4.349584 -0.211393 None None -2.596004 2.623724 853
APM 3.200000 29008445.000000 92827024.000000 3495231.000000 2007285.000000 91339078.000000 None None -1.802373 0.013055 None 8.699787 8.328712 0.903465 99.919731 9.222747 33.860489 0.000000 102.193833 -0.243081 -28.903578 -33.903538 -31.883528 0.000000 -0.898075 -1.543004 -0.892172 0.940419 1.172988 -28.903578 0.137437 0.145312 0.045785 None -0.009749 None 1.057302 3.652932 None 39.576061 0.231543 0.028167 -112.067493 48.278219 1.064220 -2694.591397 -0.430796 None None -0.698916 None 1.711419 1.711419 57.466026 -1.802373 0.049505 -0.021326 -0.021326 0.013055 57.466026 None 0.121440 1.711419 854
APO 45.939999 227530600.000000 10452755536.469400 2448823000.000000 14206884000.000000 22210816536.469398 0.037168 3.716814 7.094525 -0.080462 0.263690 1.841543 1.481694 1.265351 27.805856 0.000000 6.856238 27.929760 -0.123904 0.720826 0.544051 0.793620 0.299408 0.120708 0.066826 1.360592 0.131787 0.377269 1.458724 0.544051 0.726446 10.278937 0.881359 0.881641 8.656001 -0.188001 14.149615 13.126731 13.068497 None 16.386817 0.223195 -11.794581 -11.998483 11.851480 -0.443426 1.017288 -0.188001 -69.703615 57.844578 57.844580 6.708359 6.708359 2.124160 7.094525 -4.708929 -4.790335 -4.790335 -0.080462 2.124160 0.037168 7.375478 6.708359 856
APOG 38.209999 26474000.000000 1011571513.526000 47277000.000000 165000000.000000 1129294513.526000 0.020815 2.081545 61.858813 -0.823875 1.287619 1.611909 1.161520 0.217314 60.917903 27.830456 42.851308 29.122558 38.657649 0.223997 0.077672 0.018371 0.012542 0.317323 0.015206 0.029822 0.119864 0.682677 0.236524 0.077672 0.514584 1.060090 0.248572 0.250857 73.226462 0.650697 2.060090 5.991670 12.533240 13.115128 3.444581 1.212466 4.191817 4.209425 1.845820 0.087234 1.004201 0.650697 53.682500 238.059867 238.059457 1.937823 1.937823 0.775815 61.858813 8.856317 8.893519 8.893519 -0.823875 0.775815 0.020815 6.224289 1.937823 857
APPF 152.809998 34264000.000000 5235881771.472000 140263000.000000 1208000.000000 5096826771.472000 None None 28.710272 0.086535 None 4.216186 3.731882 1.039664 14.443981 0.000000 3.561530 6.692525 7.751456 0.610196 0.004057 0.598514 0.495760 0.171683 0.414313 0.627142 0.003825 0.828317 147.522586 0.004057 0.245349 0.325116 None None 0.907420 None 1.325116 25.270042 54.538462 None 5.596400 0.835713 1.185126 0.099829 4.303671 0.128851 0.084235 None None -1.091983 None 15.762299 15.762299 14.233394 28.710272 1311.386592 110.464036 110.464036 0.086535 14.233394 None 137.909921 15.762299 861
APPN 218.460007 69923553.000000 15275499877.844870 112462000.000000 6111000.000000 15169148877.844870 None None -166.878992 4.430925 None 2.500211 2.178802 0.780860 101.441233 0.000000 25.012907 17.360846 84.080386 0.719688 -0.126480 -0.108706 -0.112521 -0.035093 -0.070706 -0.119104 -0.112505 1.035093 0.859473 -0.126480 0.409583 0.693717 None None -95.639423 None 1.693717 3.598142 21.024320 None 4.817803 0.628380 -0.092902 -0.114350 3.290870 -0.020889 1.230863 None None 2.982751 None 19.984714 19.984714 18.777361 -166.878992 -730.301919 -898.901526 -898.901526 4.430925 18.777361 None -169.513285 19.984714 863
APPS 5.860000 84594000.000000 495720840.000000 21534000.000000 19693000.000000 493879840.000000 None None 145.291191 -0.464932 None 1.062809 1.042953 0.443432 83.556417 0.000000 20.602952 83.653286 -0.096869 0.422257 0.179098 0.118566 0.149879 -0.270934 0.166262 0.413149 0.344668 1.264098 0.662018 0.179098 0.517409 1.072147 0.131955 0.144781 None 3.158452 2.072147 4.368306 4.363248 None 16.660076 1.109305 0.673899 0.581643 0.490534 0.232614 0.863102 3.158452 30.948916 -7.304713 None 50.055480 50.055480 21.776098 145.291191 108.463208 93.614821 93.614821 -0.464932 21.776098 None 107.298548 50.055480 864
APQ.L 30.000000 78196993.000000 2345909790.000000 509928.000000 0.000000 2345399862.000000 None None -329.597193 0.177941 None None None None -7740.724295 None None None None 0.000000 0.000000 66.091989 66.091989 0.000000 -0.047754 -0.065957 None 1.000000 None 0.000000 0.550802 1.226188 None None 0.000000 None 2.226188 -0.047153 0.000000 None -0.289032 -0.000723 0.076098 0.075982 0.006521 -118.407376 0.998476 None None -656.044485 None 35.039623 35.039623 -21783.734239 -329.597193 184.253636 183.972780 183.972780 0.177941 -21783.734239 None None 35.039623 865
APRE 5.520000 21186827.000000 116951285.040000 89017686.000000 335156.000000 28268755.040000 None None -1.714346 0.037411 None 7.140917 6.920899 6.920899 None None None None None None None None None 0.000000 -0.668543 -0.640450 -0.739063 1.000000 1.051224 None 0.139916 0.162677 None None None None 1.162677 None 0.000000 None 0.000000 0.000000 -2.160925 -2.161565 3.663412 None 1.000296 None None 1780.822008 None 1.332561 1.332561 None -1.714346 -2.011968 -2.012564 -2.012564 0.037411 None None -0.289129 1.332561 867
APRN 10.100000 17755643.000000 179331994.300000 44122000.000000 32247000.000000 167456994.300000 None None -1.986176 0.081074 None 1.021450 0.539555 0.389182 8.533607 27.062884 29.167061 37.903172 -22.696525 0.377882 -0.070794 -0.085332 -0.085432 0.000840 -0.206874 -0.689433 -0.274940 1.001176 1.205350 -0.070794 0.749054 2.984927 0.356855 0.384237 None -0.149397 3.984927 42.772067 9.629801 13.487107 4.029575 2.421496 -0.263048 -0.604860 1.647521 -0.009661 2.299428 -0.149397 -1.348286 0.769569 None 1.637359 1.637359 0.169684 -1.986176 -7.638294 -17.563705 -17.563705 0.081074 0.169684 None -7.574855 1.637359 868
APT 14.280000 13449987.000000 192065814.360000 23292000.000000 127000.000000 168900814.360000 None None 4.364679 0.005436 None 13.851198 6.533922 4.510467 27.188530 121.094876 127.798897 7.861042 49.186498 0.474500 0.294466 0.303239 0.236419 0.220355 0.371987 0.456107 0.491805 0.779645 1.029796 0.294466 0.097467 0.107993 None None None None 1.107993 13.424779 46.431501 3.014166 14.168245 1.573422 0.428109 0.354884 1.340389 0.053033 0.828957 None None -5.846469 None 1.798941 1.798941 1.031894 4.364679 23.472476 19.457664 19.457664 0.005436 1.031894 None 2.872930 1.798941 870
APTD.L 592.000000 56339000.000000 33352688000.000000 44822000.000000 0.000000 33307866000.000000 0.008710 0.870968 1475.628029 -19.894261 12.852244 1.541747 1.283820 1.283820 0.000000 0.000000 0.000000 7.474722 -7.474722 0.529794 0.162609 0.171187 0.406468 0.202686 0.287124 0.433333 0.190109 2.374411 1.052752 0.162609 0.425825 0.741628 None None 40.855847 None 1.741628 None 48.831250 None 26.027778 0.706388 0.247118 0.232731 0.743563 0.239065 0.941781 None None -17.176420 -17.176527 737.908703 737.908703 599.796182 1475.628029 2664.024521 2508.926743 2508.926743 -19.894261 599.796182 0.008710 2883.700187 737.908703 871
APTO 4.120000 81837000.000000 337168440.000000 117393000.000000 873379.396010 220648819.396010 None None -7.874239 -0.272974 None 21.259825 20.875768 16.219594 None None None None None None None None None 0.000000 -0.520326 -0.549023 -0.548012 1.000000 0.995896 None 0.050254 0.052913 None None None None 1.052913 None 0.000000 None 0.000000 0.000000 -0.406834 -0.407734 1.260992 None 1.002212 None None 452.012500 None 4.313969 4.313969 None -7.874239 -13.023207 -13.052018 -13.052018 -0.272974 None None -6.434046 4.313969 873
APTS 7.190000 49689000.000000 357263910.000000 28657000.000000 2631278000.000000 2959884910.000000 0.073684 7.368421 -117.274488 -0.758671 -8.641278 3.133544 2.843763 0.207900 307.265225 0.000000 75.764028 86.179816 221.085408 0.676022 0.193217 -0.009838 -0.008326 0.000000 -0.000957 -0.002610 0.023056 0.846314 -0.050916 0.193217 0.672523 2.052518 0.650938 0.654415 0.811144 0.063048 3.051965 1.187899 4.235330 None None 0.114947 3.311175 3.311175 0.646014 0.340324 1.000000 0.063048 4.141700 1.201154 1.201154 0.342539 0.342539 0.976414 -117.274488 2.869072 2.869072 2.869072 -0.758671 0.976414 0.073684 12.053067 0.342539 874
APTV 133.600006 256810000.000000 34309817540.860001 2821000000.000000 4011000000.000000 35499817540.860001 None None 20.496235 0.249279 None 1.845032 1.442659 0.697232 84.252258 42.549434 63.323963 84.344329 10.399570 0.148477 0.062758 0.149548 0.138068 0.025077 0.102956 0.265480 0.060849 0.923234 2.382927 0.062758 0.537724 1.191904 0.336606 None 5.000000 None 2.216572 4.332228 4.327499 8.578258 3.549579 0.745691 5.232752 3.062623 10.446987 0.108143 0.585280 None None -2.411263 None 4.677446 4.677446 2.829880 20.496235 44.710046 26.167875 26.167875 0.249279 2.829880 None 24.094197 4.677446 875
APTX 3.480000 46978000.000000 163483440.000000 141028000.000000 0.000000 22455440.000000 None None -3.376174 0.083670 None 39.301186 37.857143 37.857143 0.000000 None None None None 0.344043 -47.696118 -47.313253 -47.313253 0.000000 -0.231166 -0.270857 -0.239102 1.000000 0.991973 -47.696118 0.025829 0.026514 None None None None 1.026514 None 0.000000 None 1.925258 0.004886 -0.846928 -0.849334 3.125080 -53.262383 1.002840 None None 352.097345 None 0.801150 0.801150 159.737777 -3.376174 -2.990579 -2.999073 -2.999073 0.083670 159.737777 None 0.778284 0.801150 876
APVO 33.500000 3232811.000000 108299168.500000 39979000.000000 5000000.000000 73320168.500000 None None -5.363927 0.088828 None 2.141835 2.042837 1.960333 131.302377 None None None None 0.569985 -2.964015 -3.182021 -3.099116 0.000000 -0.303362 -2.198372 -0.506174 0.973946 1.073551 -2.964015 0.847221 5.545411 0.305199 0.584576 None -1.735133 6.545411 2.779843 0.000000 None 1.305022 0.097887 -5.804495 -5.867639 13.018980 -3.810847 1.010878 -1.735133 -2.522573 91.924731 None 10.650772 10.650772 16.623434 -5.363927 -4.315194 -4.362136 -4.362136 0.088828 16.623434 None -3.695391 10.650772 877
APWC 4.890000 13819669.000000 67578181.410000 52237000.000000 3650000.000000 18991181.410000 None None -222.430879 3.336463 None 3.162769 1.939731 0.626523 99.396491 98.125429 122.634153 17.674001 105.917800 0.108418 0.027254 0.025190 -0.000522 0.504443 -0.000621 -0.001377 0.043016 -0.020735 0.924256 0.027254 0.305348 0.654023 0.022599 None -66.412121 None 2.141892 3.672162 20.651803 3.719729 6.938376 1.189123 3.257531 1.805542 3.779902 0.111967 0.554267 None None None None 0.295898 0.295898 0.116176 -222.430879 1.872014 1.037596 1.037596 3.336463 0.116176 None -0.526963 0.295898 878
APXT 14.860000 9560000.000000 142061600.000000 197628.000000 0.000000 141863972.000000 None None -35.557345 0.019173 None 55.379772 55.401725 0.021953 None None None None None None None None None -0.001426 -0.007770 -0.015884 -0.006948 1.001426 1.137210 None 0.189305 13.350262 None None None None 70.522364 None 0.000000 None None 0.000000 -0.062304 -0.062304 36.823185 None 1.000000 None None None None 19.483261 19.483261 None -35.557345 -163.552760 -163.552760 -163.552760 0.019173 None None -191.444753 19.483261 879
APYX 9.290000 34212000.000000 317829480.000000 41915000.000000 126000.000000 276040480.000000 None None -35.557469 0.893457 None 6.479137 5.753957 4.063618 191.475982 148.468374 195.681630 75.947412 152.137211 0.650038 -0.401753 -0.400543 -0.317361 0.206877 -0.139950 -0.156207 -0.205256 0.792326 0.996991 -0.401753 0.153694 0.182010 None None -286.266932 None 1.184243 1.906244 4.805957 2.458436 4.358076 0.440981 -0.313041 -0.333002 1.155570 -0.341637 1.063766 None -85.688000 15.682284 None 5.893120 5.893120 11.284557 -35.557469 -31.050855 -33.030851 -33.030851 0.893457 11.284557 None -26.879813 5.893120 880
AQB 9.970000 38911054.000000 387943208.380000 95751160.000000 8788429.000000 300980477.380000 None None -19.569564 0.615043 None 106.919020 105.628123 105.628123 0.000000 103.995457 103.995457 31.816600 -6.173884 -36.859265 -88.290047 -89.354155 -89.354155 0.000000 -0.071945 -0.159780 -0.071678 1.000000 1.012052 -88.290047 0.044914 0.047026 0.035887 0.037405 -80.520147 -1.763371 1.047026 None 11.471999 3.509769 0.006917 0.000805 -0.245891 -0.320899 3.267179 -81.279918 1.305044 -1.763371 -41.903068 3.278215 None 1.474143 1.474143 1748.621823 -19.569564 -16.484943 -21.513578 -21.513578 0.615043 1748.621823 None -8.905781 1.474143 881
AQMS 5.680000 60998971.000000 346474155.280000 6533000.000000 332000.000000 340273155.280000 None None -6.563883 0.153780 None 3.328964 2.900569 2.900569 0.000000 70.705788 70.705788 109.979581 -92.545277 -61.577778 -172.533333 -282.411111 -282.455556 -0.000157 -0.611611 -0.666802 -0.413848 1.000157 1.636850 -172.533333 0.103960 0.116022 0.004544 0.005368 -10.768377 -44.388060 1.116022 None 3.318798 5.162236 0.003640 0.002165 -0.133407 -0.169219 0.175349 -99.133333 1.268438 -44.388060 -287.806452 3.725261 None 4.480318 4.480318 1854.005336 -6.563883 -14.744233 -18.702139 -18.702139 0.153780 1854.005336 None -11.705688 4.480318 882
AQN 15.350000 499910876.000000 7673631946.599999 62485000.000000 3931868000.000000 11543014946.599998 0.039948 3.994845 20.173248 0.124426 0.805890 1.197341 0.819905 0.501148 45.505429 104.740321 115.960838 132.675640 -61.343830 0.753744 0.217442 0.258291 0.277458 0.062074 0.038362 0.110157 0.031783 1.074207 1.187864 0.217442 0.556345 1.378527 0.455952 0.456384 1.918379 0.125372 2.477829 8.021021 2.751070 3.484809 0.222894 0.138264 0.851879 -0.349012 0.543495 0.307227 -0.409697 0.125372 72.013430 -0.709372 -0.709372 1.917576 1.917576 5.597235 20.173248 -44.468370 18.218555 18.218555 0.124426 5.597235 0.039948 19.407950 1.917576 883
AQSG.L 27.000000 35272301.000000 952352127.000000 828000.000000 0.000000 951524127.000000 0.005769 0.576923 6963.651397 -95.473811 40.174912 1.977660 0.767553 0.767553 0.000000 0.000000 0.000000 99.315730 -99.315730 0.220018 0.015823 0.022353 0.015823 0.292135 0.015980 0.024989 0.020983 0.707865 1.412698 0.015823 0.279011 0.386983 None None None None 1.386983 None 3.675148 None 17.656319 1.009892 0.002697 0.001748 0.042759 0.011428 0.648352 None None -2.843750 -2.843763 154.339503 154.339503 110.187125 6963.651397 14871.526712 9641.978857 9641.978857 -95.473811 110.187125 0.005769 3369.142600 154.339503 884
AQST 5.290000 33821508.000000 178915777.320000 31807000.000000 36904000.000000 184012777.320000 None None -2.281853 0.145254 None 2.216608 1.880648 1.371471 77.299195 84.698640 103.758716 202.350771 -104.166980 0.749782 -0.779094 -1.118637 -1.118637 0.000000 -0.870840 1.363447 -0.896926 1.000000 1.435818 -0.779094 1.836490 -2.195471 -1.942232 -2.769320 -2.290340 -1.206617 -1.195471 4.721912 1.803798 4.309396 5.044579 0.778483 -1.291192 -1.304942 0.773213 -0.952558 1.010649 -1.206617 -11.886875 93.903885 None -2.375554 -2.375554 2.552565 -2.281853 -2.651459 -2.679695 -2.679695 0.145254 2.552565 None -3.901388 -2.375554 886
AQUA 22.930000 116721000.000000 2676412530.000000 193001000.000000 876034000.000000 3359445530.000000 None None 52.973557 -0.040361 None 2.069209 1.517297 0.642629 79.006773 59.223134 78.704256 54.624650 38.985087 0.310006 0.078556 0.052196 0.045815 0.117103 0.034132 0.131692 0.071753 0.877739 0.664449 0.078556 0.720776 2.589539 0.621651 0.627401 2.980171 0.226362 3.592709 4.619857 6.681965 6.163132 3.338693 0.744997 1.677571 0.899993 1.873438 0.142407 0.536486 0.226362 9.344188 -2.157432 None 6.495924 6.495924 2.426969 52.973557 31.766904 17.042497 17.042497 -0.040361 2.426969 None 18.494231 6.495924 887
AQX.L 525.000000 27149559.000000 14253518475.000000 12268418.000000 0.000000 14241250057.000000 None None -12121.673532 54.965269 None 5.405213 4.364882 4.364882 0.000000 0.000000 0.000000 18.747493 -18.747493 0.168109 -0.293623 -0.285738 -0.243433 0.148055 -0.079761 -0.106272 -0.113103 0.851945 0.973145 -0.293623 0.202284 0.253579 None None -50.644772 None 1.253579 None 19.469270 None 3.905139 0.327651 -0.016047 -0.053426 0.451883 -0.070674 3.329336 None None 0.429307 None 1212.007072 1212.007072 2950.812589 -12121.673532 -12540.691833 -41752.182193 -41752.182193 54.965269 2950.812589 None -18915.355994 1212.007072 888
AR 6.940000 268653000.000000 1864451820.000000 735.640000 3026593000.000000 4891044084.360000 None None -2.698183 -0.009891 None 0.480057 0.436549 0.000000 55.729396 0.000000 13.741495 14.554005 41.175391 -0.123403 -0.231743 -0.474800 -0.363116 0.239736 -0.097536 -0.216321 -0.068702 0.764777 2.048818 -0.231743 0.520941 1.152816 0.304225 None -4.048826 None 2.212949 6.549506 25.079007 None 0.288184 0.268607 4.089640 3.884948 0.000000 0.314632 0.949949 None None -24.191598 None 0.582379 0.582379 0.979753 -2.698183 3.278036 3.113966 3.113966 -0.009891 0.979753 None -11.828098 0.582379 889
ARAV 5.250000 16055000.000000 84288750.000000 60541000.000000 4460000.000000 28207750.000000 None None -3.300771 -0.143950 None 8.952538 8.644474 8.644474 0.000000 None None None None 0.956910 -4.303148 -4.671099 -4.671099 0.000000 -0.318001 -0.492074 -0.327065 1.000000 1.085508 -4.303148 0.212577 0.269966 None None None None 1.269966 None 0.000000 None 1.814046 0.068078 -0.981126 -0.981126 4.355012 -2.983673 1.000000 None None None None 1.333018 1.333018 15.418228 -3.300771 -5.167533 -5.167533 -5.167533 -0.143950 15.418228 None -0.546873 1.333018 890
ARAY 2.270000 89874000.000000 204013980.000000 107577000.000000 189307000.000000 285743980.000000 None None 88.415551 -0.730389 None 1.860782 1.016118 0.654125 67.095969 222.196220 238.740432 29.012117 92.871961 0.408911 0.061315 0.016415 0.012171 0.258530 0.009509 0.064425 0.079403 0.741470 0.267710 0.061315 0.838649 5.197658 0.676269 0.699712 None 0.279383 6.197658 5.439969 12.580950 1.642692 10.450636 0.781244 0.549123 0.525273 1.356647 0.134452 0.956567 0.279383 2.699609 -23.023863 None 5.210383 5.210383 1.076106 88.415551 8.367077 8.003668 8.003668 -0.730389 1.076106 None 15.443875 5.210383 891
